Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Costa, Regina Coeli Nacif da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Construção de conhecimento à distância: a experiência do curso de gestão da inovação em medicamentos da biodiversidade,2018,Fundação Oswaldo Cruz (FIOCRUZ),FIOCRUZ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://www.arca.fiocruz.br/handle/icict/29194
"Zanoni, Luciana Ortiz Tavares Costa",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Tecnologia no contexto da gestão da inovação no Poder Judiciário = Technology in the context of innovation management in the Judiciary,2018,Superior Tribunal de Justiça (STJ),STJ,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://bdjur.stj.jus.br/jspui/handle/2011/152558
"KITSUTA,CARLA M||QUADROS,RUY",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Gestão da inovação em empresas brasileiras de serviços de tecnologia da informação: modelos de inovação planejada, de aplicação rápida e de inovação deliberada a posteriori",Não informado pela instituição,Fundação Getulio Vargas (FGV),FGV,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Gestão da inovação||Inovação em serviços||Indústria de software,Não informado pela instituição,http://old.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512019000401048
"Mafra Pereira, Frederico Cesar||Jordão, Ricardo Vinícius Dias||Matos, Nancy Rosa||Almeida, Aulus Vinícius de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Modelo de Maturidade e Auditoria da Gestão da Inovação em Micro, Pequenas e Médias Empresas (SMES) Brasileiras",Não informado pela instituição,Revista Ibero-Americana de Estratégia (RIAE),RIEOEI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Administração; Inovação||Hexágono da Inovação para SMEs; Auditoria e Gestão da Inovação; Grau de Maturidade em Inovação; Micro, Pequenas e Médias Empresas (SMEs)||Innovation Hexagon for SMEs; Audit and Innovation Management; Degree of Maturity in Innovation; Micro; Small and Medium Enterprises (SMEs)",Não informado pela instituição,https://periodicos.uninove.br/riae/article/view/15938
"Souza, Fernanda Eirado||Narcizo, Ramon Baptista||Cardoso, Rodolfo||Tammela, Iara",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,UM MODELO CONCEITUAL PARA A RELAÇÃO ENTRE PESQUISA E DESENVOLVIMENTO E GESTÃO DA INOVAÇÃO | A CONCEPTUAL MODEL FOR RESEARCH & DEVELOPMENT AND INNOVATION MANAGEMENT RELATIONSHIP,Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação e gestão da inovação||Gestão da Inovação; Pesquisa e Desenvolvimento; Processo de Inovação; Desenvolvimento de Novos Produtos.,Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/9545
"Silva, Stefany Valentim Mendes da||Sousa, Jonilto Costa",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,GESTÃO DA INOVAÇÃO NA ADMINISTRAÇÃO PÚBLICA SOB O PRISMA DAS PRODUÇÕES CIENTIFÍCAS / INNOVATION MANAGEMENT IN PUBLIC ADMINISTRATION UNDER THE PRISM OF SCIENTIFIC PRODUCTIONS,Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Ciências Sociais Aplicadas; Administração||INOVAÇÃO; GESTÃO DA INOVAÇÃO; PROCESSO DE INOVAÇÃO; ADMINISTRAÇÃO PÚBLICA,Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/10418
"Serpe, Luís Filippe||Kaniak, Vivien Mariane Massaneiro",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A GESTÃO DA INOVAÇÃO EM PME’S E SUAS PERSPECTIVAS ATUAIS: UM ESTUDO DE META-SÍNTESE | INNOVATION MANAGEMENT IN SMES’S AND THEIR CURRENT PERSPECTIVES: A META-SYNTHESIS STUDY,Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"Inovação e gestão da inovação; Ciência, tecnologia e inovação.||Gestão da inovação; PMEs, estudos de caso.",Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/9094
"Oliveira, João Leandro Cássio de||Carvalho, João Francisco Sarno||Silva, Carlos Anderson Oliveira",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Gestão e inovação: o caso da gestão compartilhada em um campus do Instituto Federal em Minas Gerais / Management and innovation: the case of shared management in a campus of the Federal Institute of Minas Gerais,Não informado pela instituição,Brazilian Journals Publicações de Periódicos e Editora Ltda,FIEP,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Gestão Democrática. Gestão Gerencial. Institutos Federais.,Não informado pela instituição,https://ojs.brazilianjournals.com.br/ojs/index.php/BASR/article/view/463
"Souza, Alex Fabiano de||Carvalho, Dárlinton Barbosa Feres||Mendonça, Fabrício Molica de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A GESTÃO DA INOVAÇÃO EM UMA EMPRESA BRASILEIRA DO SETOR LOGÍSTICO: UM ESTUDO DE CASO FUNDAMENTADO NO OCTÓGONO DE INOVAÇÃO / INNOVATION MANAGEMENT IN A BRAZILIAN COMPANY IN THE LOGISTICS SECTOR: A CASE STUDY GROUNDED ON THE INNOVATION OCTAGON,Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO||Inovação; Setor Logístico; Gestão de Inovação.",Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/10644
"Cintra, Leandro Pinheiro||Braga, Renato Costa||Barbosa, Allan Claudius Queiroz",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,GESTÃO DA INOVAÇÃO e TRANSFORMAÇÃO CULTURAL: CASO DE AÇÕES INDUTIVAS EM UMA FUNDAÇÃO DE APOIO A INSTITUIÇÃO DE ENSINO SUPERIOR | INNOVATION MANAGEMENT AND CULTURAL TRANSFORMATION: CASE OF INDUCTIVE INITIATIVES IN BRAZILIAN SUPPORT FOUNDATION,Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Administração; Inovação||Gestão da Inovação; Gestão 3.0; Transformação Cultural; FIES,Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/9637
"Melo, Danielle Ferreira||Santa Rita, Luciana Peixoto",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"POLÍTICAS PÚBLICAS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO: UM ESTUDO DE CASO DA APLICAÇÃO DE METODOLOGIA DE GESTÃO DA INOVAÇÃO EM INDÚSTRIAS ALAGOANAS | PUBLIC SCIENCE, TECHNOLOGY AND INNOVATION POLICIES: A CASE STUDY IN THE APPLICATION OF INNOVATION MANAGEMENT METHODOLOGY IN ALAGOAS INDUSTRIES'",Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação. Gestão da Inovação||Políticas Públicas. Inovação. Gestão da Inovação.,Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/7825
"Oliveira, Bruna Pinto Cerqueira Pedrosa de||Balliano, Tatiane Luciano||Santa Rita, Luciana Peixoto||Ferreira Júnior, Reynaldo Rubem||Sá, Eliana Maria Oliveira||Tonholo, Josealdo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,METODOLOGIA DE GESTÃO DA INOVAÇÃO: UM ESTUDO DE CASO DE MICRO E PEQUENAS EMPRESAS NA INDÚSTRIA DO ESTADO DE ALAGOAS | INNOVATION MANAGEMENT METHODOLOGY: A CASE STUDY OF MICRO AND SMALL COMPANIES IN THE INDUSTRY OF THE STATE OF ALAGOAS,Não informado pela instituição,Universidade de Caxias do Sul (UCS),UCS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,INOVAÇÃO; GESTÃO DA INOVAÇÃO||Inovação. Gestão da Inovação. Indústria,Não informado pela instituição,http://www.ucs.br/etc/revistas/index.php/RBGI/article/view/8460
